_id,Public_Health_Outcomes_Framework,Award_Reference,Programme,Funding_Stream,Chief_Investigator,Contractor,Start_Date,End_Date,Award_Title,Abstract,Status,Funding_and_Awards_Link,Award Budget
690480784f47b4e2063a1051,Healthcare Public Health and Preventing Premature Mortality,09/2000/58,Health and Social Care Delivery Research,HSDR Researcher Led,Professor Irene Higginson,King's College London,2011-04-01,2013-04-30,Geographical and temporal Understanding In place of Death in England (1984-2009): analysis of trends and associated factors to improve End of Life Care (GUIDE_CARE),"Background: Place of death is increasingly recognised and used as a quality measure for end of life care. Individual and environmental factors are associated with where a patient dies but vary widely. Better understanding of the geographical and temporal patterns of place of death could help to identify and guide ways to address end of life care inequalities and plan for improvement. It may also help to reflect the possible determinants of place of death, therefore making appropriate changes to facilitate more patients to die at their preferred place. However, studies about place of death are mostly focused on cancer deaths. Few studies have examined in great details how place of death vary by geographical areas. Little data is available on place of death for non-cancers and other causes of death. No study to date has ever looked at the temporal variations in place of death around seasons and specific holiday periods. Objectives: 1) To describe the geographical and temporal variations in place of death; 2) To determine factors associated with geographical and temporal variations in place of death. Study design: The whole population observational study. Data sources: All deaths that occurred between 1984 and 2009 in England from death registry, excluding all external causes of death. Outcomes: Place of death in each of the following locations(hospital, home, hospice/nursing home and elsewhere). Explanatory variables: geographical area (Primary Care Trust, Health Authority, Local Authority, Electoral Ward), temporal period (year of death, season of death and death during selected holiday periods), cause of death, age, sex, social economic status (as measured by occupation derived Social Class indicator and Index of Multiple Deprivation, IMD), country of birth, informant. Statistical analysis: Data analysis comprises two stages: descriptive and modeling. We will describe the geographical and temporal variations by explanatory variables for all causes deaths, cancer deaths, non-cancer deaths and selected causes of death. We will use the generalised linear model (GLM) to determine factors associated with the geographical and temporal variations in place of death. We will examine both main and interaction effects of explanatory variables. The cluster effects within the regions will be taken into account by using the generalised estimation equation (GEE) technique. We will also construct a risk assessment model (using the Generalised Linear Mixed Model (GLMM) ) for use in practice. Implications: The data will help to assess inequalities in place of death across geographic areas, feed back information to local areas, evaluate local healthcare/end of life care policies and practices in these areas and guide improved care provision and help end of life care service providers to more effectively organise care according to the temporal pattern in place of death.",Complete,https://fundingawards.nihr.ac.uk/award/09/2000/58,"£204,198.00"
690480784f47b4e2063a1052,Healthcare Public Health and Preventing Premature Mortality,09/2001/32,Health and Social Care Delivery Research,HSDR Researcher Led,Professor Alex Bottle,Imperial College London,2010-09-01,2014-02-28,"Can valid and practical risk-prediction or casemix adjustment models, including adjustment for co-morbidity, be generated from English hospital administrative data (Hospital Episode Statistics)?","Using routine NHS hospital admissions data (Hospital Episode Statistics, HES) we aim to derive a series of predictive models for in-hospital mortality, unplanned readmission, unplanned reoperation and non-attendance in outpatients departments. For the last three of these, there is a need to define them in terms of ICD/OPCS codes and time lags so that they will be of most use to the NHS. There will be a focus on the measurement of and adjustment for comorbidity, including an update of the popular Charlson index which we will calibrate for use in the NHS. We will use not just traditional logistic regression but machine learning methods such as artificial neural networks, which have shown promising results with other datasets and are particularly suited to looking for hidden relations between variables. The outcome measures will be specified empirically from the data but with input from clinical and coding experts. These models will be based on national data and will therefore allow us to observe the variation between hospitals in mortality and each of the other outcome measures. This benchmarking will help the NHS and its hospitals drive quality improvement in accordance with the NHS Next Stage Review. At an individual patient level, knowledge of their risk of adverse outcomes such as these aids clinical decision making and informs clinical discussion. The models from this project could be used for both purposes. HES now captures some 60 million OPD appointments each year since 2003/4. The quality of this interesting new resource is uncertain, however. As well as answering the questions concerning optimal time lag and outcomes in non-attenders, this project will afford valuable experience in the use of these data in prediction of non-attendance and health services research in general.",Complete,https://fundingawards.nihr.ac.uk/award/09/2001/32,"£400,921.33"
690480784f47b4e2063a1053,Healthcare Public Health and Preventing Premature Mortality,09/22/111,Health Technology Assessment,HTA Themed Call,Professor Augusto Azuara-Blanco,University of Aberdeen,2010-12-01,2013-11-30,Comparative study of new imaging technologies for the diagnosis of glaucoma,"DESIGN: A within patient multi-centre comparative study of the diagnostic performance of three automated imaging technologies for glaucoma diagnosis. Patients referred to secondary care eye services with suspected glaucoma will be approached. Each consented participant will undergo testing with the three technologies. Each test produces a diagnosis of glaucoma (yes/no) without observer input. The order of testing will be randomly selected for each participant. Then, the participants will be examined by an experienced glaucoma clinician who will perform a comprehensive examination including biomicroscopic slit lamp examination of the optic nerve and visual field testing (with Humphrey SITA 24-2 strategy) and provide the reference standard masked to the results of the imaging technologies. SETTING: NHS secondary care eye services. Four UK centres have been approached and agreed to participate. TARGET POPULATION: Adult patients referred from community optometrists to hospital eye services with suspected glaucoma, including those with ocular hypertension. HEALTH TECHNOLOGIES BEING ASSESSED: (i) HRT-III: Confocal laser scanning imaging technology, employed by the Heidelberg Retina Tomograph exploits the principle of confocal laser scanning to allow quantitative structural information of the optic disc anatomy. (ii) GDx-ECC: Scanning Laser Polarimetry measures the RNFL thickness. It is based on the birefringent properties of the RNFL. (iii) SD-OCT: Spectral Domain Optical Coherence Tomography is an optical imaging technique capable of providing high resolution, cross-sectional, imaging of the human retina and quantifies the thickness of the RNFL. MEASUREMENT OF COSTS AND OUTCOMES: For each instrument (HRT, GDx-ECC and OCT) the following outcomes will be measured, Primary diagnostic performance outcomes: sensitivity, specificity. Secondary diagnostic performance outcomes: ROC curves, diagnostic odds ratio, likelihood ratio, applicability, proportion of indeterminate tests. The overall diagnostic performance of combinations of these three technologies will also be evaluated, and their relative performance. Additionally, the diagnostic performance of the tests (and corresponding combinations) will also be assessed according to the spectrum of glaucoma (mild, moderate, severe), as defined by the specialist ophthalmologist and the impact of including a measure of intra-ocular pressure into the triage test will be investigated. Modelling (including economic modelling) will be used to determine which test or combination of tests would be effective and cost-effective compared with current practice. The results of the modelling will be diagnostic performance, cost and diagnostic outcomes and incremental cost per quality adjusted life year (QALY) gained.",Complete,https://fundingawards.nihr.ac.uk/award/09/22/111,"£401,054.62"
690480784f47b4e2063a1054,Healthcare Public Health and Preventing Premature Mortality,09/22/182,Health Technology Assessment,HTA Themed Call,Professor Fiona Gilbert,University of Cambridge,2010-12-01,2013-11-30,TOMMY trial: A comparison of TOMosynthesis with digital MammographY in the UK NHS Breast Screening Programme,"Breast screening is recognised as the most effective method of detecting early stage breast cancer and reducing breast cancer mortality. However, 15-30% of cancers are not detected by standard mammography screening. This percentage is higher in dense breasts and in women under 50 years. One of the major limitations of standard mammography is that overlapping dense fibroglandular tissue in normal breast tissue can decrease the visibility of malignant abnormalities, or mimic abnormalities. This results in some cancers being missed or unnecessary recalls, assessments and psychological stress. Digital Breast Tomosynthesis (DBT) is a newly developed three dimensional (3D) imaging technique that has the potential to improve the accuracy of mammography by reducing interference from breast tissue overlap and facilitating differentiation between malignant and non malignant features. The aim of this study is to assess whether DBT could improve upon digital mammography as a screening tool, particularly in certain groups of women e.g. those with a family history of breast cancer, or women with dense breasts. A total of 7000 cases will be collected over a 15-18 month period. Women (aged 47-73) who have been recalled to an assessment clinic following abnormal screening mammography and women (aged 40-49) with a family history of breast cancer attending annual mammography will undergo both a standard digital mammogram and DBT imaging. The diagnostic accuracy of the two imaging modalities will be compared in an independent retrospective reading study and compared to the final outcome (normal/benign/malignant) for each case.",Complete,https://fundingawards.nihr.ac.uk/award/09/22/182,"£1,318,053.41"
690480784f47b4e2063a1055,Health Improvement,09/27/06,Health Technology Assessment,HTA Commissioned,Professor Khalid Saeed Khan,Barts & The London School of Medicine & Dentistry,2010-05-01,2011-04-30,Interventions to reduce or prevent obesity in pregnant women: A systematic review of evidence synthesis,"Fifty percent of women of childbearing age are either overweight or obese with increased risk of complications to themselves and to their babies. Pregnancy offers the opportunity to intervene for the prevention of obesity with the aim of reducing maternal and fetal morbidity and mortality. The interventions available for the management of obesity and excessive weight gain during pregnancy include diet and lifestyle changes, clinical interventions (drugs and surgery) and complementary medicine (hypnotherapy, acupuncture). Whilst reduction in weight gain or weight loss may be of benefit there is a potential for harm to mother or baby due to weight loss itself or due to the interventions. This HTA project will systematically review the evidence of effectiveness and potential adverse effects of various dietary interventions on pregnant women (normal weight and obese or overweight women) and their offspring collating both randomised and non randomised studies synthesis to allow balancing of risks and benefits in quantifiable terms. Systematic reviews of effectiveness and harm of interventions will be carried out using review methodology in line with the recommendations of the NHS Centre for Reviews and Dissemination and the Cochrane Collaboration including those of the Cochrane Adverse Methods Subgroup. The relevant outcomes important to decision making will be prioritised and their quality evaluated and summarised using GRADE (Grading of Recommendations, Assessment, Development, and Evaluation) methodology with a judgement on the overall quality of evidence across the most important outcom",Complete,https://fundingawards.nihr.ac.uk/award/09/27/06,"£128,222.00"
690480784f47b4e2063a1056,Improving the Wider Determinants of Health,09/3000/05,Public Health Research Programme,PHR Researcher Led,Professor Kamran Siddiqi,University of Leeds,2011-01-01,2012-06-30,The CLASS Trial (Children Learning About Second-hand Smoke): Evaluation of a school-based intervention (Smoke Free Homes) to protect children from second-hand smoke,"Design: The Medical Research Council framework for the evaluation of complex interventions (3rd phase). A cluster randomised controlled trial with an economic and qualitative component. Setting: Primary schools from deprived neighbourhoods Target population: Within each school, primary participants will be year 5 and 6 school children (9 to 11 years). Secondary participants will be; (a) families of these children, (b) school teachers of year 5 & 6, and (c) teachers, children and their families from the rest of the school. Intervention being evaluated: Smoke Free Homes (SFH) is a school-based intervention designed to encourage families to implement smoking restrictions in their homes. A trained SFH project worker will visit each school and take year 5 and 6 children through a series of educational activities consisting of a class-room presentation, quiz, games, role play, posters and speech bubble competition lasting approximately one and a half hours. Children will be given a promise form which contains pictorial and written messages on the hazards of SHS, a pictorial step-guide for families to make their homes smoke free, a puzzle to help families learn about the benefits of a smoke free home and a tear-off slip to make a commitment to a smoke free home. Children also receive a SFH Gold certificate should their home be totally smoke free. In addition; (a) school teachers will receive a training session on SFH, (b) a brief session on SFH for all children through school assemblies, and (c) a school-based family event. The cost of intervention is approximately £36,000 per year. Measurement of outcomes and duration of follow up: Outcome measures will include: (a) salivary cotinine levels before and after the intervention in both arms of the trial and on a selected sample at the follow up. It is a widely recognised method for detecting both active and passive smoking; (b) Smoking restrictions at home through a questionnaire directed at the parents or carers of participating children mainly asking (i) If people in the house smoke in front of children? and (ii) Where do people smoke? We will validate the responses by asking the same questions to the children; (c) Children’s attitude and behaviours towards smoking and intention to start using a five-point smoking uptake scale; (d) Smoking status of adults’ living in participating children’s and their intention to quit using standard definitions and tools; (e) Quality of life using a short quality of life questionnaire with children (PedsQol); and (f) School attendance and medical care from school registers and parental questionnaire. The first assessment, before the intervention, will include: Measurement of salivary cotinine levels of all participating children, a self-administered questionnaire for children assessing the level of smoking restrictions at home, their own attitude towards smoking and their quality of life, a self-assessment questionnaire for parent or carer assessing the level of smoking restrictions and smoking behaviour of any adult smokers at home and whether there have been visits to the GP. We will also examine the school register for absences. The second assessment, soon after the intervention, will repeat the above three steps. The third assessment will take place twelve months after the second one. At this stage we will ask children to complete another self-administered questionnaire to assess smoking restrictions at home and their own attitude towards smoking. We will carry out a sputum cotinine test on a selected sample to test the validity of the report on their smoking status. The above assessment will be repeated every year for four years. For these four assessments, we will involve all secondary schools where the participating children would have gone. Sample size: We will recruit 50 schools (25 in each arm) in the study. 40 children from year 5 and 6 will be recruited in each of these schools. Our sample size estimation is based on: (a) significance level i.e. alpha= 0.05 and 90% power; (b) difference in the mean cotinine levels between control and intervention arms = 0.28; (c) Intra-cluster correlation coefficient = 0.05; (d) Standard Deviation = 1.38; and (e) correlation between baseline covariate and outcome = 0.6 Planned analyses: Preliminary analysis will consist of a series of descriptive tables summarising; (a) basic characteristics of the data collected; (b) baseline characteristics of schools and children; (c) attrition rates; and (d) intra-cluster correlation coefficient for the outcomes. This will also include a comparison between participants and non-participants. We will compare the means of the main outcomes at both cluster and individual level after adjusting for the cluster design. We will also adjust for the baseline characteristics and other covariates using generalised estimating equations. Project timetables including recruitment rate: We intend to carry out the first two assessments including the delivery of intervention in the first year. The recruitment will take place in the first quarter. First assessment will be completed in a month followed by the intervention. The intervention will take place with the help of several SFH co-ordinators across the region and would be completed within two to three months. This will be followed by second assessment. Subsequent assessments will take place annually. Qualitative data collection will also take place on a yearly basis. We will collate, analyse and communicate our findings on a yearly basis.",Complete,https://fundingawards.nihr.ac.uk/award/09/3000/05,"£221,302.00"
690480784f47b4e2063a1057,Improving the Wider Determinants of Health,09/3000/14,Public Health Research Programme,PHR Researcher Led,Professor Mark Petticrew,London School of Hygiene & Tropical Medicine,2010-07-01,2012-06-30,"Crime, fear of crime (CFOC) and mental health: evidence synthesis of theory and effectiveness of interventions","""Methods: We will start with a review of existing theory describing the relationship between crime, and health and wellbeing outcomes. This will inform the development of a logic model describing the pathways between interventions and outcomes. The use of logic models in the systematic review process has been recommended (see e.g. the recent MEKN report, which emphasises their importance in developing a social determinants approach to tackling health inequalities), but this approach is still uncommon. We will follow standard systematic review methods (CRD, 2009) in doing so. We will then review the evidence on the effectiveness of relevant interventions (as described under """"Interventions being evaluated""""", below). We will also review the qualitative research where it relates to specific interventions. Here again the review will be informed by the new CRD guidance on incorporating qualitative evidence in systematic reviews. Target population and setting: Community-based studies conducted in any country; English language only; with separate analysis of UK evidence to facilitate local application of findings. Interventions being evaluated: Any intervention which aims to reduce CFOC and where the intervention involves changes to the built environment or is an intervention delivered at a community or neighbourhood level, with the intention of reducing risk or actual levels of crime or disorder, or fear of crime
690480784f47b4e2063a1058,Improving the Wider Determinants of Health,09/3001/06,Public Health Research Programme,PHR Researcher Led,Dr David Ogilvie,University of Cambridge,2010-01-01,2015-02-28,Health impacts of the Cambridgeshire Guided Busway,"The project will address the following primary research question: Is investment in new high-quality transport infrastructure associated with an increase in the use of active modes of travel (walking and cycling)? and the following secondary research questions: — What are the wider health impacts of changes in travel behaviour in terms of overall physical activity, wellbeing, sickness absence and carbon emissions? — What are the determinants of the use and uptake of active modes of travel? — How are any changes in travel behaviour distributed in the population? — How are any changes in travel behaviour brought about and experienced? — Are changes in travel behaviour sustained over time? The core of the project will be a controlled quasi-experimental cohort study with the following elements: Population: Adult commuters Intervention: New high-quality transport infrastructure provided in the intervention area Comparator: No comparable improvement to transport infrastructure in the control area Primary outcome: Change in daily active commuting time (time spent walking or cycling on the journey to and from work) Secondary outcomes: Changes in (a) total daily active travel time, (b) overall physical activity, (c) wellbeing, (d) sickness absence, and (e) estimated carbon emissions attributable to travel. These outcomes will be ascertained using a combination of questionnaires and activity monitoring using accelerometers completed at baseline and repeated after one and two years. The core study will be complemented by nested in-depth studies comprising a longitudinal qualitative semi-structured interview study, a household travel diary study, and an enhanced activity monitoring study using combined heart rate and movement sensors and global positioning system (GPS) monitors. The intervention to be examined is the 'natural experiment' of the opening of the Cambridgeshire Guided Busway, a major and innovative transport infrastructure project that will provide a dedicated high-quality off-road route for buses and cyclists between Cambridge and its hinterland.",Complete,https://fundingawards.nihr.ac.uk/award/09/3001/06,"£1,184,572.78"
690480784f47b4e2063a1059,Health Improvement,09/3001/09,Public Health Research Programme,PHR Researcher Led,Professor Iain Crombie,University of Dundee,2010-03-01,2011-11-30,Reducing alcohol-related harm in disadvantaged men: development and feasibility assessment of a brief intervention delivered by mobile phone,"Alcohol-related harm is a major public health problem. Disadvantaged men are at a greatly increased risk of experiencing alcohol-related harm. This study will develop an intervention to reduce alcohol-related problems among young to middle-aged disadvantaged men. The intervention will involve a series of interactive text messages with images sent to mobile phones. Ownership of mobile phones is very high and younger people regularly send and respond to text messages, making mobile phones an attractive method of delivering interventions. The intervention has been developed using messaging theory, imaging theory, social cognition models and reviews of interventions to tackle alcohol problems. A series of interactive text messages and images will be delivered by text messages to mobile phones. The intervention has four components: to increase awareness of and perceived risk of experiencing alcohol-related harm; to modify the balance between perceived benefits and harms of alcohol; to address misperceptions about alcohol consumption by peers; and to increase the ability to refuse drinks. Each component of the intervention will be addressed by several text messages. The control group will receive the same number text messages and images. These will cover the general health promotion messages from current government public health policy. This feasibility study will address the challenge of recruiting and retaining young to middle-aged disadvantaged men in a controlled trial. It will also determine whether the intervention will engage the participants and encourage them to change their drinking behaviour. If successful the study will lead to a full-scale controlled trial to assess the effectiveness and cost-effectiveness of the intervention. The study will take 21 months to complete and will involve three phases. Phase 1 will comprise six focus groups during which the recruitment strategy and the intervention will be developed. Phase 2 will test all aspects of a controlled trial, particularly the recruitment strategy and the extent of engagement of the participants with the intervention. Participants in phase 2 will be interviewed by telephone at baseline and at three months to assess changes in frequency of heavy drinking and attitudes and intentions about drinking. Phase 3 will involve in-depth interviews with a sub-group of those who took part in Phase 2 to explore whether improvements could be made to the intervention.",Complete,https://fundingawards.nihr.ac.uk/award/09/3001/09,"£219,117.00"
690480784f47b4e2063a105a,Health Improvement,09/3004/01,Public Health Research Programme,PHR Commissioned,Professor Gail Mountain,The University of Sheffield,2011-10-01,2013-06-30,Putting Life in Years (PLINY): Telephone friendship groups research study. Evaluation of the effectiveness and cost effectiveness of an intervention to promote mental wellbeing in community living older people,"DESIGN: Pragmatic two arm parallel group randomised controlled trial with feasibility phase. SETTING: Telephone befriending intervention: the homes of participants. TARGET POPULATION: People aged 75 years and over with reasonable cognitive function (Score of 18 and over on the MMSE) living independently or in sheltered/ extra care housing and able to converse and respond to English. RECRUITMENT: PCT mail outs, Local Authority involvement, Identification by voluntary sector organisations and through pro-active community engagement. INTERVENTION TO BE EVALUATED: Telephone befriending provided by local charities supported by AgeUK and the Community Network compared with treatment as usual (control). FEASIBILITY: An assessment of study feasibility will be made at 18 months, based on a pilot cohort of 90 people recruited at 9 months. The feasibility phase will evaluate willingness to be randomised into the study (recruitment rate) as well as the capacity of those delivering the services and whether it meets demand. To enable those involved in service delivery to cope with the necessary throughput, we anticipate blocks of about 90 participants in total being approached and randomised at 9, 14 and 19 months. MEASUREMENT OF OUTCOMES: Primary outcome: SF36 Mental Health (MH) dimension; Secondary outcomes: (1) other dimensions of the SF-36 (and specifically physical health); (2) Older person’s quality of life (OPQOL) (3) EQ-5D for health economic analysis (4) General Perceived Self Efficacy (GSE) Scale; (5) Patient Health Questionnaire (PHQ-9); (6) De Jong loneliness scale (7) Adapted Client services receipt inventory (7) socio demographic questionnaire including a self report of health status. DURATION OF FOLLOW UP: The primary analysis will be undertaken at 6 months after randomisation. All outcomes will be assessed at randomisation, 6 and 12 months. SAMPLE SIZE: A sample size of 99 participants for each trial arm achieves an 80% power to detect a 5 point difference in mean SF36 MH scores at 6 months follow-up between the intervention and control groups. Taking into account participants drop out (20%), we will need to randomise 124 subjects to each arm (248 in total). PLANNED ANALYSES: The aim of the analysis will be to establish firstly whether there are benefits from the intervention compared with the control group. Mean QoL scores at 6 months (primary outcome) and 12 months (secondary outcome) will be compared using a marginal general linear model which will include baseline covariates. We will use data collected at study visits plus standard costs and valuation sources to estimate costs (via the CSRI) and QALYs (via the EQ5D). We will produce cost-utility analyses from both an NHS /social care perspective and a wider societal perspective. Cost-effectiveness will be described using cost-effectiveness acceptability curves. PROJECT TIMETABLE: Months 1-7: study set up (obtain approvals, convene local implementation groups, agree service provision with charities, recruit and train research assistants, launch recruitment campaign in first geographical wards, recruit Trial Steering Committee; Months 8-9: participant recruitment of first wave; Month 11: Intervention delivery starts; Months 13-14 participant recruitment of second wave; Month 18 interim assessment of feasibility; Months 19-20 complete recruitment; Months 17-36 follow up; Months 36-38 data cleaning, analysis, write up, dissemination. .",Complete,https://fundingawards.nihr.ac.uk/award/09/3004/01,"£319,631.46"
690480784f47b4e2063a105b,Improving the Wider Determinants of Health,09/3005/09,Public Health Research Programme,PHR Researcher Led,Professor Steven Cummins,London School of Hygiene & Tropical Medicine,2011-04-01,2016-06-30,Olympic Regeneration in East London (ORiEL) Study,"Design: Two elements. 1. Controlled longitudinal quasi-experimental study comparing impacts on young people and their parents in regeneration andnon-regeneration areas. Comprises a school-based survey of adolescents with parent data collected through interviews. Parents of children will be recruited through schools. 2. Nested longitudinal qualitative study will explore families’ experiences of regeneration and its impacts on wellbeing in order to unpack the ways in which regeneration leads to impacts on health and the social determinants of health. Setting: Newham (intervention site) and Tower Hamlets, Hackney and Barking & Dagenham (comparison sites) in east London. Target Population: Adolescents aged 11-13 (school years 7 & 8) and their parents. Intervention: Urban regeneration programme in Newham (Olympic Park & Stratford City). Comprises a comprehensive redevelopment of public and active transport infrastructure (rail, cycle paths, walking routes), new civic space, parks, green areas and major Olympic sporting facilities as well as provision of new housing, retail, business and community facilities and aesthetic improvements, economic development and employment. Measurement of outcomes, duration of follow-up: Primary outcomes: pre-post change in adolescent & parent mental health andwellbeing (self-esteem, psychological problems, satisfaction), physical activity (adults: moderate and intensive physical activity, sedentray behaviour; adolescents: general physical activity and sedentary behaviour), household SES (employment status). Secondary outcomes: pre-post change in benefit status (adults), social capital/cohesion, smoking, alcohol use, diet and obesity (BMI). Duration of follow-up: 6 months & 18 months post-regeneration. Sample Size: 1. Questionnaire survey: Achieved sample at final follow-up of 1766 pupils from 24 schools (74 per school) and 1766 parents. Data will be collected in 6 secondary schools in Newham, and 18 secondary schools from Tower Hamlets, Hackney and Barking & Dagenham and the households of parents residing in these areas. This gives 80% power with 95% significance to detect 8% change in primary outcomes with an assumed ICC of 0.02. 2.Qualitative study: Semi-structured interviews and focus groups with a purposive, diverse sample of c20 families reflecting the diversity of the baseline sample at 6 & 18 months post-regeneration. Planned analyses: 1. Questionnaire survey: Questionnaire data will be double-punched and cleaned. Main analyses: (i) demographic, socio-economic and environmental correlates of physical activity and mental wellbeing using multi-level regression models accounting for the clustered nature of our sample; (ii) investigation of whether accessibility to health promoting environmental resources from either home or school is related to specific health behaviours; (iii) longitudinal analysis to assess the effect of regeneration on primary outcomes (employment, physical activity and mental wellbeing) through investigating pre-post changes in individual outcomes between baseline (wave 1) and follow-up (wave 2) - outcomes will be assessed at wave 3 to investigate whether changes have been sustained; (iv) analysis of effects on health inequalities using stratified analysis to assess social patterning of impacts on outcomes; (v) analysis of individual changes in objective and subjective accessibility to environmental resources over time and relationships with individual changes in outcomes controlling for demographic and socio-economic factors. 2. Qualitative study: Qualitative interview data will be recorded, transcribed, coded and subject to thematic analysis using framework methodology (Ritchie et al 1994) and adopting a theory generating grounded theory approach (Strauss, Corbin 1998) Project timetable and recruitment rate: Total duration: 60 months. Survey Baseline (Jan-June 2011); wave 2 6 month post-intervention follow-up (Jan-June 2013 ); wave 3 18 month post-intervention follow-up (Jan-June 2014). We have previously conducted a cohort study (RELACHS) of adolescent health in East London schools with an 84% response at baseline, 75% at first follow-up and 56% at final follow-up compared to baseline. Qualitative study: data collection in tandem with 6 & 18 month post-intervention follow-up of survey.",Complete,https://fundingawards.nihr.ac.uk/award/09/3005/09,"£1,972,067.51"
690480784f47b4e2063a105c,Health Improvement,09/3005/12,Public Health Research Programme,PHR Researcher Led,Dr Jonathan Shepherd,University of Southampton,2011-03-01,2012-08-31,Factors facilitating and constraining the delivery of effective teacher training to promote health and well-being in schools: a survey of current practice and systematic review,"METHODS The project will have three complementary components, to run in parallel 1) We will undertake a survey of a sample of ITT providers in England (n=235) to assess the ways in which they incorporate health, well-being and PSHE in their curricula. This will build upon our previous survey in the South East of England (see accompanying detailed project description). The geographical area of courses may provide opportunities to explore differences in provision according to determinants of health and health inequalities. We will take a sample (e.g. up to 50%) of each type of provider (i.e. HEI/ SCITT/ EBITT) stratified by region (of which there are 9) and within the regions the locality, and enquire about all types of course that they run, ensuring sufficient representation in terms of phase of education (i.e. Primary or Secondary), and level of course (i.e. Postgraduate/ Undergraduate). We will collect data via a structured questionnaire (emailed or posted, or for completion via the internet using the freely available University of Southampton i-survey instrument). Data will be collected on how much time is spent on health issues; how Qualified Teacher Status standard 21 is addressed (the standard that specifically covers health and well being); specific health issues addressed (e.g. education on sex and relationships, alcohol, emotional well-being, etc); who teaches the health aspects of the curriculum (e.g. use of health specialists in training); what plans (if any) providers have to incorporate health / PSHE more). Following an initial analysis of the the questionnaires a purposive sub-sample of around 20 to 25 providers will be selected for follow-up semi-structured qualitative interviews in person, or via phone if necessary) to gain further insights into the health initiatives in their curricula (e.g. course materials; resources used; coverage of specific aspects in the course and curriculum relevant to the Public Health Skills and Careers Framework; links with external agencies available to support schools), to identify models of effective practice, and to elucidate and explore barriers to addressing health and well-being in teacher training. Standard descriptive statistics will be used to analyse data from the questionnaires, and content analysis used to analyse data from the qualitative interviews. 2) A systematic review of the effectiveness of interventions to train and prepare teachers to promote health and well-being in schools. TARGET POPULATION AND SETTING Teachers and pupils in primary and secondary settings. INTERVENTION BEING EVALUATED: Intervention 1 - Health promotion and well-being training component of the ITT curriculum. Intervention 2 - Teacher training, either as part of CPD (e.g. for PSHE), or to facilitate a specific school-based health promotion intervention. SEARCH STRATEGY Extensive literature searching will be conducted by an experienced information scientist. Sources will include relevant electronic bibliographic databases, and handsearching of key journals, and contact with experts in the field. REVIEW PROCESS Pre-specified explicit inclusion criteria will be applied to each study. For both types of intervention the following study types are relevant: Outcome evaluations (e.g. RCTs); Process evaluations (e.g. integrated within an outcome evaluation, or a process only evaluation). Process evaluations assess how the training was implemented (e.g. the resources used, acceptability of the training). It is anticipated that up to 10,000 references will be identified, and full reports of up to 1000 of these will retrieved for further screening. As the evidence base is likely to be diverse and in terms of health issues, country, type of school, outcomes / processes, and uneven in terms of volume, an intermediate descriptive mapping stage is proposed. The descriptive mapping exercise will be conducted to set the focus for the review in discussion with our advisory group. Following the mapping exercise, each included study will be data extracted, and critically appraised using established criteria. The results of the outcome evaluations will be tabulated and summarized textually in a narrative synthesis. Meta-analysis will be conducted if data allow. A thematic analysis of process evaluation data will be conducted to identify barriers and facilitators. These will be compiled into higher order categories to identify common themes. All of these tasks will be conducted independently by two researchers who will reach consensus through discussion. The analysis of both outcome and process evaluations will take into consideration the generalisability of the evidence from international studies to the UK, in terms of cultural and socio-economic relevance, and replicability of education and health services. PROJECT TIMETABLES: 18 month project",Complete,https://fundingawards.nihr.ac.uk/award/09/3005/12,"£305,467.00"
